"Transcript.stable.ID","Strand","GENE_SYMBOL","GENE_NAME","CYTOBAND"
"ENST00000297540","+","PHAX","phosphorylated adaptor for RNA export","hs|5q23.2"
"ENST00000297574","+","BAALC","brain and acute leukemia, cytoplasmic","hs|8q22.3"
"ENST00000297578","-","SLC25A32","solute carrier family 25, member 32","hs|8q22.3"
"ENST00000297581","+","TM7SF4","transmembrane 7 superfamily member 4","hs|8q22.3"
"ENST00000297596","-","GEM","GTP binding protein overexpressed in skeletal muscle","hs|8q22.1"
"ENST00000297613","-","C9orf23","chromosome 9 open reading frame 23","hs|9p13.3"
"ENST00000297632","-","TMEM65","transmembrane protein 65","hs|8q24.13"
"ENST00000297689","-","NFIL3","nuclear factor, interleukin 3 regulated","hs|9q22.31"
"ENST00000297737","-","ZMAT4","zinc finger, matrin-type 4","hs|8p11.21"
"ENST00000297770","-","CPA6","carboxypeptidase A6","hs|8q13.2"
"ENST00000297785","-","ALDH1A1","aldehyde dehydrogenase 1 family, member A1","hs|9q21.13"
"ENST00000297814","-","KIF27","kinesin family member 27","hs|9q21.32"
"ENST00000297819","+","C7orf45","chromosome 7 open reading frame 45","hs|7q32.2"
"ENST00000297866","+","CXorf22","chromosome X open reading frame 22","hs|Xp21.1"
"ENST00000297873","-","WBSCR27","Williams Beuren syndrome chromosome region 27","hs|7q11.23"
"ENST00000297875","+","SYTL5","synaptotagmin-like 5","hs|Xp11.4"
"ENST00000297875","+","SYTL5","synaptotagmin-like 5","hs|Xp11.4"
"ENST00000297904","-","FIGF","c-fos induced growth factor (vascular endothelial growth factor D)","hs|Xp22.2"
"ENST00000297913","+","OR1Q1","olfactory receptor, family 1, subfamily Q, member 1","hs|9q33.2"
"ENST00000297990","-","NOL6","nucleolar protein family 6 (RNA-associated)","hs|9p13.3"
"ENST00000298085","-","SLC7A3","solute carrier family 7 (cationic amino acid transporter, y+ system), member 3","hs|Xq13.1"
"ENST00000298097","-","FBXO33","F-box protein 33","hs|14q21.1"
"ENST00000298097","-","FBXO33","F-box protein 33","hs|14q21.1"
"ENST00000298110","-","GPR101","G protein-coupled receptor 101","hs|Xq26.3"
"ENST00000298119","+","LRFN5","leucine rich repeat and fibronectin type III domain containing 5","hs|14q21.1"
"ENST00000298125","+","WDFY2","WD repeat and FYVE domain containing 2","hs|13q14.3"
"ENST00000298125","+","WDFY2","WD repeat and FYVE domain containing 2","hs|13q14.3"
"ENST00000298130","-","SPTSSA","serine palmitoyltransferase, small subunit A","hs|14q13.1"
"ENST00000298181","-","SSX7","synovial sarcoma, X breakpoint 7","hs|Xp11.22"
"ENST00000298198","-","PGM2L1","phosphoglucomutase 2-like 1","hs|11q13.4"
"ENST00000298198","-","PGM2L1","phosphoglucomutase 2-like 1","hs|11q13.4"
"ENST00000298229","+","INPPL1","inositol polyphosphate phosphatase-like 1","hs|11q13.4"
"ENST00000298248","-","CRYL1","crystallin, lambda 1","hs|13q12.11"
"ENST00000298251","-","HEPACAM","hepatic and glial cell adhesion molecule","hs|11q24.2"
"ENST00000298251","-","HEPACAM","hepatic and glial cell adhesion molecule","hs|11q24.2"
"ENST00000298281","+","PCF11","PCF11, cleavage and polyadenylation factor subunit, homolog (S. cerevisiae)","hs|11q14.1"
"ENST00000298282","+","PKNOX2","PBX/knotted 1 homeobox 2","hs|11q24.2"
"ENST00000298283","-","RPL10L","ribosomal protein L10-like","hs|14q21.2"
"ENST00000298289","-","RPL36AL","ribosomal protein L36a-like","hs|14q21.3"
"ENST00000298292","-","DNAAF2","dynein, axonemal, assembly factor 2","hs|14q21.3"
"ENST00000298295","-","C10orf10","chromosome 10 open reading frame 10","hs|10q11.21"
"ENST00000298296","+","MAGEC3","melanoma antigen family C, 3","hs|Xq27.2"
"ENST00000298299","+","ZNF22","zinc finger protein 22 (KOX 15)","hs|10q11.21"
"ENST00000298299","+","ZNF22","zinc finger protein 22 (KOX 15)","hs|10q11.21"
"ENST00000298316","+","ARF6","ADP-ribosylation factor 6","hs|14q21.3"
"ENST00000298317","-","RPUSD4","RNA pseudouridylate synthase domain containing 4","hs|11q24.2"
"ENST00000298352","-","NGB","neuroglobin","hs|14q24.3"
"ENST00000298355","-","TRIM9","tripartite motif containing 9","hs|14q22.1"
"ENST00000298355","-","TRIM9","tripartite motif containing 9","hs|14q22.1"
"ENST00000298386","+","RXFP2","relaxin/insulin-like family peptide receptor 2","hs|13q13.1"
"ENST00000298428","+","SEC61A2","Sec61 alpha 2 subunit (S. cerevisiae)","hs|10p13"
"ENST00000298440","-","OXGR1","oxoglutarate (alpha-ketoglutarate) receptor 1","hs|13q32.1"
"ENST00000298454","-","VSTM4","V-set and transmembrane domain containing 4","hs|10q11.23"
"ENST00000298454","-","VSTM4","V-set and transmembrane domain containing 4","hs|10q11.23"
"ENST00000298492","+","FAM175B","family with sequence similarity 175, member B","hs|10q26.13"
"ENST00000298510","-","PRDX3","peroxiredoxin 3","hs|10q26.11"
"ENST00000298532","-","SNAPC4","small nuclear RNA activating complex, polypeptide 4, 190kDa","hs|9q34.3"
"ENST00000298532","-","SNAPC4","small nuclear RNA activating complex, polypeptide 4, 190kDa","hs|9q34.3"
"ENST00000298542","-","FRMD7","FERM domain containing 7","hs|Xq26.2"
"ENST00000298556","+","HPRT1","hypoxanthine phosphoribosyltransferase 1","hs|Xq26.3"
"ENST00000298573","-","DUSP16","dual specificity phosphatase 16","hs|12p13.2"
"ENST00000298585","-","ZMYND19","zinc finger, MYND-type containing 19","hs|9q34.3"
"ENST00000298622","+","JAKMIP3","Janus kinase and microtubule interacting protein 3","hs|10q26.3"
"ENST00000298622","+","JAKMIP3","Janus kinase and microtubule interacting protein 3","hs|10q26.3"
"ENST00000298628","-","SARDH","sarcosine dehydrogenase","hs|9q34.2"
"ENST00000298681","+","SLC39A2","solute carrier family 39 (zinc transporter), member 2","hs|14q11.2"
"ENST00000298699","-","C12orf50","chromosome 12 open reading frame 50","hs|12q21.32"
"ENST00000298743","-","GAS1","growth arrest-specific 1","hs|9q21.33"
"ENST00000298746","+","TRUB1","TruB pseudouridine (psi) synthase homolog 1 (E. coli)","hs|10q25.3"
"ENST00000298786","+","FAM35A","family with sequence similarity 35, member A","hs|10q23.2"
"ENST00000298808","+","ANKRD2","ankyrin repeat domain 2 (stretch responsive muscle)","hs|10q24.2"
"ENST00000298841","+","SERPINA4","serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 4","hs|14q32.13"
"ENST00000298852","-","PSMC3","proteasome (prosome, macropain) 26S subunit, ATPase, 3","hs|11p11.2"
"ENST00000298858","+","C14orf159","chromosome 14 open reading frame 159","hs|14q32.11"
"ENST00000298875","+","CPSF2","cleavage and polyadenylation specific factor 2, 100kDa","hs|14q32.12"
"ENST00000298875","+","CPSF2","cleavage and polyadenylation specific factor 2, 100kDa","hs|14q32.12"
"ENST00000298896","-","BTBD7","BTB (POZ) domain containing 7","hs|14q32.12"
"ENST00000298896","-","BTBD7","BTB (POZ) domain containing 7","hs|14q32.12"
"ENST00000298910","+","LRRK2","leucine-rich repeat kinase 2","hs|12q12"
"ENST00000298912","-","CLMN","calmin (calponin-like, transmembrane)","hs|14q32.13"
"ENST00000298923","+","SLC6A5","solute carrier family 6 (neurotransmitter transporter, glycine), member 5","hs|11p15.1"
"ENST00000298943","-","C1QL3","complement component 1, q subcomponent-like 3","hs|10p13"
"ENST00000298966","-","C11orf75","chromosome 11 open reading frame 75","hs|11q21"
"ENST00000299045","+","TCP11L2","t-complex 11 (mouse)-like 2","hs|12q23.3"
"ENST00000299084","+","SPRED1","sprouty-related, EVH1 domain containing 1","hs|15q14"
"ENST00000299084","+","SPRED1","sprouty-related, EVH1 domain containing 1","hs|15q14"
"ENST00000299140","-","SPATA19","spermatogenesis associated 19","hs|11q25"
"ENST00000299157","-","IKBIP","IKBKB interacting protein","hs|12q23.1"
"ENST00000299162","-","FOXN4","forkhead box N4","hs|12q24.11"
"ENST00000299163","+","HIF1AN","hypoxia inducible factor 1, alpha subunit inhibitor","hs|10q24.31"
"ENST00000299164","+","ADAMTS15","ADAM metallopeptidase with thrombospondin type 1 motif, 15","hs|11q24.3"
"ENST00000299167","+","PHKB","phosphorylase kinase, beta","hs|16q12.1"
"ENST00000299174","-","PPP1R14D","protein phosphatase 1, regulatory (inhibitor) subunit 14D","hs|15q15.1"
"ENST00000299178","-","AVPR1A","arginine vasopressin receptor 1A","hs|12q14.2"
"ENST00000299191","+","C16orf78","chromosome 16 open reading frame 78","hs|16q12.1"
"ENST00000299213","-","LARP6","La ribonucleoprotein domain family, member 6","hs|15q23"
"ENST00000299237","-","ZNF319","zinc finger protein 319","hs|16q21"
"ENST00000299238","+","HPS6","Hermansky-Pudlak syndrome 6","hs|10q24.32"
"ENST00000299240","+","TTC17","tetratricopeptide repeat domain 17","hs|11p12"
"ENST00000299299","-","PCBD1","pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha","hs|10q22.1"
"ENST00000299308","+","TMEM132B","transmembrane protein 132B","hs|12q24.32"
"ENST00000299308","+","TMEM132B","transmembrane protein 132B","hs|12q24.32"
"ENST00000299314","-","GNPTAB","N-acetylglucosamine-1-phosphate transferase, alpha and beta subunits","hs|12q23.2"
"ENST00000299314","-","GNPTAB","N-acetylglucosamine-1-phosphate transferase, alpha and beta subunits","hs|12q23.2"
"ENST00000299314","-","GNPTAB","N-acetylglucosamine-1-phosphate transferase, alpha and beta subunits","hs|12q23.2"
"ENST00000299335","-","COX11","COX11 cytochrome c oxidase assembly homolog (yeast)","hs|17q22"
"ENST00000299335","-","COX11","COX11 cytochrome c oxidase assembly homolog (yeast)","hs|17q22"
"ENST00000299335","-","COX11","COX11 cytochrome c oxidase assembly homolog (yeast)","hs|17q22"
"ENST00000299338","-","C15orf33","chromosome 15 open reading frame 33","hs|15q21.2"
"ENST00000299339","+","CLDN10","claudin 10","hs|13q32.1"
"ENST00000299340","-","CYYR1","cysteine/tyrosine-rich 1","hs|21q21.3"
"ENST00000299340","-","CYYR1","cysteine/tyrosine-rich 1","hs|21q21.3"
"ENST00000299345","-","CDH8","cadherin 8, type 2","hs|16q21"
"ENST00000299350","+","C12orf28","chromosome 12 open reading frame 28","hs|12q15"
"ENST00000299366","+","CDH23","cadherin-related 23","hs|10q22.1"
"ENST00000299413","+","TRIM44","tripartite motif containing 44","hs|11p13"
"ENST00000299413","+","TRIM44","tripartite motif containing 44","hs|11p13"
"ENST00000299413","+","TRIM44","tripartite motif containing 44","hs|11p13"
"ENST00000299427","-","TPP1","tripeptidyl peptidase I","hs|11p15.4"
"ENST00000299440","+","RAG1","recombination activating gene 1","hs|11p12"
"ENST00000299440","+","RAG1","recombination activating gene 1","hs|11p12"
"ENST00000299441","-","DCHS1","dachsous 1 (Drosophila)","hs|11p15.4"
"ENST00000299468","+","PCMTD2","protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2","hs|20q13.33"
"ENST00000299468","+","PCMTD2","protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2","hs|20q13.33"
"ENST00000299468","+","SEPT14","septin 14","hs|7p11.2"
"ENST00000299481","+","NLRP14","NLR family, pyrin domain containing 14","hs|11p15.4"
"ENST00000299502","+","SERPINB2","serpin peptidase inhibitor, clade B (ovalbumin), member 2","hs|18q21.33"
"ENST00000299505","+","KIAA0355","KIAA0355","hs|19q13.11"
"ENST00000299529","+","CRABP1","cellular retinoic acid binding protein 1","hs|15q25.1"
"ENST00000299550","-","TRIM66","tripartite motif containing 66","hs|11p15.4"
"ENST00000299563","+","RNF169","ring finger protein 169","hs|11q13.4"
"ENST00000299565","+","CHRNA5","cholinergic receptor, nicotinic, alpha 5","hs|15q25.1"
"ENST00000299572","+","CENPN","centromere protein N","hs|16q23.2"
"ENST00000299572","+","CENPN","centromere protein N","hs|16q23.2"
"ENST00000299575","+","ATMIN","ATM interactor","hs|16q23.2"
"ENST00000299575","+","ATMIN","ATM interactor","hs|16q23.2"
"ENST00000299578","-","C16orf46","chromosome 16 open reading frame 46","hs|16q23.2"
"ENST00000299598","-","PKD1L2","polycystic kidney disease 1-like 2","hs|16q23.2"
"ENST00000299608","-","TMX3","thioredoxin-related transmembrane protein 3","hs|18q22.1"
"ENST00000299633","-","HDGFRP3","hepatoma-derived growth factor, related protein 3","hs|15q25.2"
"ENST00000299641","-","NDST2","N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 2","hs|10q22.2"
"ENST00000299641","-","NDST2","N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 2","hs|10q22.2"
"ENST00000299642","+","CLEC3A","C-type lectin domain family 3, member A","hs|16q23.1"
"ENST00000299663","-","CLEC4E","C-type lectin domain family 4, member E","hs|12p13.31"
"ENST00000299665","+","CLEC4D","C-type lectin domain family 4, member D","hs|12p13.31"
"ENST00000299673","+","RIMKLB","ribosomal modification protein rimK-like family member B","hs|12p13.31"
"ENST00000299687","+","ZNF407","zinc finger protein 407","hs|18q22.3"
"ENST00000299694","+","BEAN1","brain expressed, associated with NEDD4, 1","hs|16q21"
"ENST00000299714","+","SEC11C","SEC11 homolog C (S. cerevisiae)","hs|18q21.32"
"ENST00000299721","-","CPLX4","complexin 4","hs|18q21.32"
"ENST00000299736","-","CENPV","centromere protein V","hs|17p11.2"
"ENST00000299759","-","RRAD","Ras-related associated with diabetes","hs|16q22.1"
"ENST00000299759","-","RRAD","Ras-related associated with diabetes","hs|16q22.1"
"ENST00000299766","-","MC4R","melanocortin 4 receptor","hs|18q21.32"
"ENST00000299824","+","PPP1R16B","protein phosphatase 1, regulatory subunit 16B","hs|20q11.23"
"ENST00000299824","+","PPP1R16B","protein phosphatase 1, regulatory subunit 16B","hs|20q11.23"
"ENST00000299855","-","MMP3","matrix metallopeptidase 3 (stromelysin 1, progelatinase)","hs|11q22.2"
"ENST00000299882","-","TMPRSS5","transmembrane protease, serine 5","hs|11q23.2"
"ENST00000299886","+","COG1","component of oligomeric golgi complex 1","hs|17q25.1"
"ENST00000299906","+","FAM199X","family with sequence similarity 199, X-linked","hs|Xq22.2"
"ENST00000299927","+","ZNF592","zinc finger protein 592","hs|15q25.3"
"ENST00000299952","+","MARVELD3","MARVEL domain containing 3","hs|16q22.2"
"ENST00000299954","+","PITPNC1","phosphatidylinositol transfer protein, cytoplasmic 1","hs|17q24.2"
"ENST00000299954","+","PITPNC1","phosphatidylinositol transfer protein, cytoplasmic 1","hs|17q24.2"
"ENST00000299964","+","NNMT","nicotinamide N-methyltransferase","hs|11q23.2"
"ENST00000299980","-","AP1G1","adaptor-related protein complex 1, gamma 1 subunit","hs|16q22.2"
"ENST00000300005","-","ERI2","ERI1 exoribonuclease family member 2","hs|16p12.3"
"ENST00000300006","+","C16orf45","chromosome 16 open reading frame 45","hs|16p13.11"
"ENST00000300026","-","PPIB","peptidylprolyl isomerase B (cyclophilin B)","hs|15q22.31"
"ENST00000300051","-","LDHD","lactate dehydrogenase D","hs|16q23.1"
"ENST00000300060","-","ANPEP","alanyl (membrane) aminopeptidase","hs|15q26.1"
"ENST00000300061","+","SCNN1G","sodium channel, nonvoltage-gated 1, gamma","hs|16p12.2"
"ENST00000300069","-","RBPMS2","RNA binding protein with multiple splicing 2","hs|15q22.31"
"ENST00000300086","+","TERF2IP","telomeric repeat binding factor 2, interacting protein","hs|16q23.1"
"ENST00000300087","+","DCTN5","dynactin 5 (p25)","hs|16p12.2"
"ENST00000300091","+","C18orf54","chromosome 18 open reading frame 54","hs|18q21.2"
"ENST00000300091","+","C18orf54","chromosome 18 open reading frame 54","hs|18q21.2"
"ENST00000300093","+","PLK1","polo-like kinase 1","hs|16p12.2"
"ENST00000300093","+","PLK1","polo-like kinase 1","hs|16p12.2"
"ENST00000300098","+","GPR182","G protein-coupled receptor 182","hs|12q13.3"
"ENST00000300101","-","ZBTB39","zinc finger and BTB domain containing 39","hs|12q13.3"
"ENST00000300105","-","CACNG2","calcium channel, voltage-dependent, gamma subunit 2","hs|22q12.3"
"ENST00000300107","-","CLPX","ClpX caseinolytic peptidase X homolog (E. coli)","hs|15q22.31"
"ENST00000300113","+","CHP2","calcineurin B homologous protein 2","hs|16p12.2"
"ENST00000300128","-","TMEM194A","transmembrane protein 194A","hs|12q13.3"
"ENST00000300128","-","TMEM194A","transmembrane protein 194A","hs|12q13.3"
"ENST00000300146","-","PATL1","protein associated with topoisomerase II homolog 1 (yeast)","hs|11q12.1"
"ENST00000300151","-","MRPL16","mitochondrial ribosomal protein L16","hs|11q12.1"
"ENST00000300176","+","AGFG2","ArfGAP with FG repeats 2","hs|7q22.1"
"ENST00000300177","+","GREM1","gremlin 1","hs|15q13.3"
"ENST00000300181","-","TSC22D4","TSC22 domain family, member 4","hs|7q22.1"
"ENST00000300190","+","MS4A5","membrane-spanning 4-domains, subfamily A, member 5","hs|11q12.2"
"ENST00000300209","+","METTL21B","methyltransferase like 21B","hs|12q14.1"
"ENST00000300209","+","METTL21B","methyltransferase like 21B","hs|12q14.1"
"ENST00000300226","+","MS4A8B","membrane-spanning 4-domains, subfamily A, member 8B","hs|11q12.2"
"ENST00000300245","-","AKTIP","AKT interacting protein","hs|16q12.2"
"ENST00000300245","-","AKTIP","AKT interacting protein","hs|16q12.2"
"ENST00000300249","+","MAPRE2","microtubule-associated protein, RP/EB family, member 2","hs|18q12.2"
"ENST00000300278","+","SON","SON DNA binding protein","hs|21q22.11"
"ENST00000300278","+","SON","SON DNA binding protein","hs|21q22.11"
"ENST00000300404","+","B4GALNT2","beta-1,4-N-acetyl-galactosaminyl transferase 2","hs|17q21.32"
"ENST00000300408","-","PHB","prohibitin","hs|17q21.33"
"ENST00000300413","+","SNRPD1","small nuclear ribonucleoprotein D1 polypeptide 16kDa","hs|18q11.2"
"ENST00000300413","+","SNRPD1","small nuclear ribonucleoprotein D1 polypeptide 16kDa","hs|18q11.2"
"ENST00000300433","+","TMEM92","transmembrane protein 92","hs|17q21.33"
"ENST00000300433","+","TMEM92","transmembrane protein 92","hs|17q21.33"
"ENST00000300434","-","FAM102A","family with sequence similarity 102, member A","hs|9q34.11"
"ENST00000300469","+","DYNLRB1","dynein, light chain, roadblock-type 1","hs|20q11.22"
"ENST00000300504","+","TBC1D21","TBC1 domain family, member 21","hs|15q24.1"
"ENST00000300527","+","COL6A2","collagen, type VI, alpha 2","hs|21q22.3"
"ENST00000300557","-","PRR15L","proline rich 15-like","hs|17q21.32"
"ENST00000300575","+","C16orf92","chromosome 16 open reading frame 92","hs|16p11.2"
"ENST00000300584","-","TBC1D2B","TBC1 domain family, member 2B","hs|15q24.3"
"ENST00000300589","+","NOD2","nucleotide-binding oligomerization domain containing 2","hs|16q12.1"
"ENST00000300590","-","SNX20","sorting nexin 20","hs|16q12.1"
"ENST00000300605","-","HDHD2","haloacid dehalogenase-like hydrolase domain containing 2","hs|18q21.1"
"ENST00000300648","-","GCN1L1","GCN1 general control of amino-acid synthesis 1-like 1 (yeast)","hs|12q24.23"
"ENST00000300650","+","RNF214","ring finger protein 214","hs|11q23.3"
"ENST00000300651","-","MED1","mediator complex subunit 1","hs|17q12"
"ENST00000300658","-","PGAP3","post-GPI attachment to proteins 3","hs|17q12"
"ENST00000300682","+","ENGASE","endo-beta-N-acetylglucosaminidase","hs|17q25.3"
"ENST00000300692","-","CD3D","CD3d molecule, delta (CD3-TCR complex)","hs|11q23.3"
"ENST00000300737","+","STIM1","stromal interaction molecule 1","hs|11p15.4"
"ENST00000300762","+","MMP26","matrix metallopeptidase 26","hs|11p15.4"
